airline_name,overall_rating,seat_comfort,service_quality,food_quality,onboard_entertainment,quality_price_ratio
spicejet,5.796296296296297,3.0277777777777777,3.2222222222222223,2.0606060606060606,0.7878787878787878,3.156862745098039
spirit-airlines,2.9026915113871636,1.7836198179979779,2.0748230535894843,1.4373576309794989,1.167464114832536,2.004044489383215
spring,6.04,2.75,3.25,1.625,0.4375,3.310344827586207
srilankan-airlines,6.523297491039426,3.2755905511811023,3.8503937007874014,3.65748031496063,2.4703557312252964,3.4539473684210527
sriwijaya-air,6.714285714285714,3.375,3.5,3.125,0.75,3.5
star-per,4.142857142857143,3.0,2.0,1.5,1.0,2.8
starflyer,6.666666666666667,5.0,5.0,5.0,5.0,5.0
sudan-airways,1.0,1.0,1.0,1.0,1.0,1.0
sun-country-airlines,6.358974358974359,2.740740740740741,3.4814814814814814,2.8076923076923075,1.64,3.238095238095238
sun-express,4.0,4.0,4.0,4.0,4.0,2.5
sunwing-airlines,3.7952127659574466,2.114795918367347,2.663265306122449,2.306122448979592,2.084398976982097,2.3801020408163267
surinam-airways,7.1,7.1,7.1,7.1,7.1,3.6666666666666665
swiss-international-air-lines,7.185534591194968,3.4970238095238093,3.8511904761904763,3.580357142857143,2.735735735735736,3.5773809523809526
syrianair,3.0,3.0,3.0,3.0,3.0,1.75
taag-angola-airlines,3.642857142857143,4.0,4.0,3.25,2.25,2.857142857142857
taca,7.25,3.310344827586207,3.1379310344827585,3.0,2.310344827586207,3.064935064935065
taca-regional,6.0,6.0,6.0,6.0,6.0,2.0
tacv-cabo,3.5,3.0,2.0,0.0,0.0,2.5
tam-airlines,5.456043956043956,3.0588235294117645,3.110294117647059,2.7426470588235294,2.656716417910448,2.863157894736842
tame,3.857142857142857,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.5
tap-portugal,5.559602649006623,2.9974293059125965,2.8766066838046274,2.709511568123393,1.804177545691906,2.691516709511568
tarom-romanian-airlines,6.923076923076923,3.7567567567567566,3.864864864864865,4.1891891891891895,2.03125,3.719298245614035
thai-airasia,3.0,2.0,2.3333333333333335,3.0,3.0,3.0
thai-airways,6.9527777777777775,3.558333333333333,3.852777777777778,3.5527777777777776,3.5905292479108635,3.736111111111111
thomas-cook-airlines,5.091772151898734,2.4097560975609755,3.1609756097560977,2.6968215158924207,1.8296296296296297,2.658536585365854
thomas-cook-airlines-scandinavia,6.285714285714286,6.285714285714286,6.285714285714286,6.285714285714286,6.285714285714286,2.7142857142857144
thomas-cook-belgium-airlines-customer,4.0,3.0,4.0,4.0,3.0,2.5
thomson-airways,5.544198895027624,2.750551876379691,3.150110375275938,2.425720620842572,2.0470852017937218,2.7019867549668874
tianjin-airlines,7.333333333333333,4.0,3.0,0.0,0.0,3.6666666666666665
tigerair,6.930693069306931,2.8529411764705883,3.023529411764706,1.4431137724550898,0.44242424242424244,2.8682432432432434
transaero-airlines,5.446808510638298,3.03125,3.0,2.5625,1.28125,3.163265306122449
transasia-airways,8.0,8.0,8.0,8.0,8.0,4.0
transavia,5.788461538461538,2.96875,3.46875,1.6,1.3103448275862069,3.1176470588235294
tropic-air-belize,7.0,2.0,4.0,0.0,7.0,4.0
tuifly,4.517241379310345,2.3333333333333335,3.6666666666666665,3.0,2.0,3.7
tunisair,5.8,3.272727272727273,2.909090909090909,2.5,1.0,3.0606060606060606
turkish-airlines,6.02680412371134,3.359437751004016,3.2650602409638556,3.746987951807229,3.183838383838384,3.5803212851405624
turkmenistan-airlines,5.176470588235294,3.7142857142857144,3.857142857142857,3.2857142857142856,1.1428571428571428,3.2777777777777777
ukraine-international-airlines,5.8977272727272725,3.0434782608695654,3.36231884057971,2.656716417910448,1.3076923076923077,3.3294117647058825
united-airlines,3.3563766388557807,2.441666666666667,2.4226190476190474,2.0377588306942753,2.0791100123609394,2.2392857142857143
ural-airlines,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,1.0
us-airways,4.563432835820896,2.686320754716981,2.498823529411765,2.0097087378640777,1.4676616915422886,2.2258823529411766
utair-aviation,7.571428571428571,2.0,1.5,2.0,0.5,2.857142857142857
uzbekistan-airways,4.8108108108108105,3.210526315789474,3.0,2.789473684210526,1.736842105263158,3.0714285714285716
vanilla-air,7.0,2.0,4.0,3.0,7.0,5.0
vietjetair,6.230769230769231,3.0,3.4615384615384617,2.3333333333333335,0.5,3.3846153846153846
vietnam-airlines,6.108614232209738,3.2162162162162162,3.358108108108108,3.1598639455782314,1.965635738831615,3.418918918918919
virgin-america,7.319444444444445,3.611111111111111,3.5,2.9135802469135803,3.611111111111111,3.6444444444444444
virgin-atlantic-airways,5.516556291390729,2.9647577092511015,3.350220264317181,2.9030837004405288,3.2560706401766004,3.0881057268722465
virgin-australia,6.052486187845304,3.305993690851735,3.416403785488959,2.8990536277602525,2.661392405063291,3.3360433604336044
vlm-airlines,5.148148148148148,5.0,5.0,5.0,5.148148148148148,4.166666666666667
volaris,6.0,2.375,2.90625,1.75,1.125,2.9285714285714284
volotea,3.6666666666666665,3.3333333333333335,2.75,1.3333333333333333,0.2222222222222222,2.8333333333333335
vueling-airlines,5.2727272727272725,2.408450704225352,2.5774647887323945,1.5135135135135136,0.651685393258427,2.452145214521452
westjet,5.796610169491525,2.8194444444444446,3.3333333333333335,2.289855072463768,2.1884057971014492,2.7916666666666665
wideroe,7.666666666666667,4.0,4.5,1.5,0.0,3.5
wizz-air,5.777777777777778,2.4390243902439024,2.7804878048780486,1.609271523178808,0.6805555555555556,2.9450549450549453
wow-air,7.258064516129032,3.5806451612903225,3.935483870967742,2.7857142857142856,1.6296296296296295,3.935483870967742
xiamen-airlines,6.473684210526316,3.3333333333333335,3.5555555555555554,3.6666666666666665,1.7777777777777777,3.588235294117647
xl-airways-france,6.6,2.074074074074074,3.1481481481481484,2.423076923076923,1.88,3.4594594594594597
yakutia-airlines,6.0,6.0,6.0,6.0,6.0,4.0
yangon-airways,8.5,5.0,5.0,4.0,0.0,4.25
yemenia,4.4,4.4,4.4,4.4,4.4,4.0
